Counter,mX[GeV],mA[GeV],ThermAvgSommerfeld,Kappa0[GeV5]
1164, ,0.2496657357083986,13.549428414885407, 
1165, ,0.2503568183891446,13.409345162911332, 
1166, ,0.2510498140086853,13.271529392997373, 
1167, ,0.2517447278620967,13.135932842450316, 
1168, ,0.2524415652591105,13.002508518587764, 
1169, ,0.2531403315241567,12.871210658992306, 
1170, ,0.2538410319964031,12.741994693206316, 
1171, ,0.2545436720297967,12.614817205807665, 
1172, ,0.2552482569931042,12.489635900809763, 
1173, ,0.2559547922699536,12.366409567332177, 
1174, ,0.2566632832588743,12.245098046490456, 
1175, ,0.2573737353733397,12.12566219945545, 
1176, ,0.2580861540418074,12.008063876636031, 
1177, ,0.2588005447077613,11.892265887939747, 
1178, ,0.2595169128297532,11.778231974068657, 
1179, ,0.2602352638814441,11.66592677880991, 
1180, ,0.2609556033516462,11.555315822281315, 
1181, ,0.2616779367443652,11.446365475094826, 
1182, ,0.2624022695788416,11.339042933402387, 
1183, ,0.2631286073895942,11.233316194789337, 
1184, ,0.2638569557264606,11.1291540349835, 
1185, ,0.264587320154641,11.026525985347746, 
1186, ,0.2653197062547401,10.92540231112676, 
1187, ,0.2660541196228099,10.825753990419086, 
1188, ,0.2667905658703927,10.727552693846832, 
1189, ,0.2675290506245632,10.630770764897113, 
1190, ,0.2682695795279725,10.535381200909647, 
1191, ,0.2690121582388906,10.441357634686577, 
1192, ,0.2697567924312497,10.348674316701478, 
1193, ,0.2705034877946878,10.257306097885248, 
1194, ,0.2712522500345917,10.1672284129676, 
1195, ,0.2720030848721411,10.078417264353833, 
1196, ,0.2727559980443521,9.990849206517565, 
1197, ,0.2735109953041209,9.904501330890254, 
1198, ,0.274268082420268,9.819351251229934, 
1199, ,0.2750272651775824,9.735377089451642, 
1200, ,0.2757885493768653,9.652557461903253, 
1201, ,0.2765519408349748,9.570871466070479, 
1202, ,0.27731744538487,9.490298667696138, 
1203, ,0.2780850688756562,9.410819088298762, 
1204, ,0.278854817172629,9.332413193076635, 
1205, ,0.2796266961573194,9.255061879183717, 
1206, ,0.2804007117275384,9.178746464364478, 
1207, ,0.2811768697974229,9.103448675934926, 
1208, ,0.2819551762974799,9.029150640098466, 
1209, ,0.2827356371746322,8.955834871584203, 
1210, ,0.283518258392264,8.88348426359731, 
1211, ,0.2843030459302663,8.812082078070482, 
1212, ,0.2850900057850828,8.741611936206196, 
1213, ,0.2858791439697551,8.67205780930023, 
1214, ,0.2866704665139696,8.603404009836403, 
1215, ,0.2874639794641028,8.535635182844047, 
1216, ,0.2882596888832678,8.468736297508908, 
1217, ,0.2890576008513607,8.40269263902936, 
1218, ,0.2898577214651066,8.337489800709557, 
1219, ,0.290660056838107,8.273113676281842, 
1220, ,0.2914646131008857,8.209550452450806, 
1221, ,0.2922713964009361,8.14678660165176, 
1222, ,0.2930804129027679,8.084808875016497, 
1223, ,0.2938916687879548,8.023604295539778, 
1224, ,0.2947051702551809,7.963160151439973, 
1225, ,0.2955209235202886,7.90346398970745, 
1226, ,0.2963389348163258,7.844503609834929, 
1227, ,0.2971592103935939,7.786267057723737, 
1228, ,0.297981756519695,7.728742619760576, 
1229, ,0.2988065794795806,7.671918817059092, 
1230, ,0.2996336855755986,7.6157843998614405, 
1231, ,0.3004630811275425,7.560328342094343, 
1232, ,0.301294772472699,7.505539836075183, 
1233, ,0.3021287659658965,7.451408287363202, 
1234, ,0.3029650679795538,7.397923309751377, 
1235, ,0.3038036849037289,7.345074720394547, 
1236, ,0.3046446231461674,7.292852535069689, 
1237, ,0.3054878891323522,7.241246963564141, 
1238, ,0.3063334893055515,7.190248405187915, 
1239, ,0.3071814301268695,7.139847444406304, 
1240, ,0.3080317180752942,7.090034846589186, 
1241, ,0.308884359647748,7.040801553873251, 
1242, ,0.3097393613591369,6.992138681134054, 
1243, ,0.3105967297424004,6.944037512064325, 
